,Ticker,Quarter,Analyst,WeightTechnical
39956,FB,2018 q2,Mr. Stephen D. Ju,0.0
39957,FB,2018 q2,William Kerr,0.0
39958,FB,2018 q2,Mr. Mark S. Mahaney,0.0
39959,FB,2018 q2,"Mr. Michael Graham, CFA",0.041968490928411484
39960,FB,2018 q2,Mr. Youssef H. Squali,0.03991753235459328
39971,GOOGL,2018 q2,"Mr. Brian T. Nowak, CFA",0.0
39972,GOOGL,2018 q2,Mr. Scott H. Kessler,0.0
39974,GOOGL,2018 q2,CFRA Research,0.0
39976,GOOGL,2018 q2,Ms. Shubhadha Mathad,0.0
39978,GOOGL,2018 q2,Mr. Stephen Turner,0.02362651750445366
39980,GOOGL,2018 q2,"Mr. Ronald V. Josey, III",0.0
39981,GOOGL,2018 q2,"Mr. Shyam Patil, CFA",0.0
39982,GOOGL,2018 q2,John Belton,0.0
39983,GOOGL,2018 q2,Mr. Ali Mogharabi,0.0
39984,GOOGL,2018 q2,Mr. Stephen D. Ju,0.0
39985,GOOGL,2018 q2,Mr. Ross Sandler,0.0
39986,GOOGL,2018 q2,William Kerr,0.0
39987,GOOGL,2018 q2,Justin Post,0.02448461391031742
39988,GOOGL,2018 q2,Mr. Mark S. Mahaney,0.0
39989,GOOGL,2018 q2,Mr. Youssef H. Squali,0.0
39990,GOOGL,2018 q2,Mr. Jason S. Helfstein,0.0
39991,GOOGL,2018 q2,Mr. Samuel Kemp,0.0
39993,GOOGL,2018 q2,Lloyd Walmsley,0.0100537845864892
39996,DIS,2018 q2,"Mr. Neil K. Macker, CFA",0.0
39997,DIS,2018 q2,S&P pool,0.0
39998,DIS,2018 q2,"Mr. Brian W. Wieser, CFA",0.05956188589334488
40001,DIS,2018 q2,CFRA Research,0.0
40002,DIS,2018 q2,"Mr. Doug Creutz, CFA",0.0
40003,DIS,2018 q2,Mr. Steven Cahall,0.0
40004,DIS,2018 q2,"Marci L. Ryvicker, CFA",0.0
40009,DISCA,2018 q2,"Mr. Brian W. Wieser, CFA",0.06935655325651169
40010,DISCA,2018 q2,Mr. Eric O. Handler,0.03333333507180214
40012,DISCA,2018 q2,"Mr. Doug Creutz, CFA",0.0
40013,DISCA,2018 q2,Mr. Bryan D. Kraft,0.0
40014,DISCA,2018 q2,Ms. Jessica J. Reif Ehrlich,0.0
40015,DISCA,2018 q2,"Marci L. Ryvicker, CFA",0.0
40016,DISCA,2018 q2,"Benjamin D. Swinburne, CFA",0.0
40019,DISCA,2018 q2,"Mr. Neil K. Macker, CFA",0.0
40020,DISCA,2018 q2,Mr. Steven Cahall,0.0
40021,VIAC,2018 q2,"Benjamin D. Swinburne, CFA",0.0
40022,VIAC,2018 q2,Mr. Steven Cahall,0.008333333767950535
40023,VIAC,2018 q2,CFRA Research,0.0
40025,VIAC,2018 q2,Ms. Jessica J. Reif Ehrlich,0.0
40030,VIAC,2018 q2,Mr. Jeffrey B. Logsdon,0.06918403506278992
40031,VIAC,2018 q2,"Mr. James C. Goss, CFA",0.0
40032,VIAC,2018 q2,Mr. Bryan D. Kraft,0.0
40034,VIAC,2018 q2,"Mr. Daniel L. Kurnos, CFA",0.0
40037,VIAC,2018 q2,"Mr. Doug Creutz, CFA",0.0
40045,TWTR,2018 q2,Mr. Eric J. Sheridan,0.01666666753590107
40046,TWTR,2018 q2,Doug Anmuth,0.0
40047,TWTR,2018 q2,Mr. Robert Sanderson,0.021988486871123314
40048,TWTR,2018 q2,Mr. Scott H. Kessler,0.0
40049,TWTR,2018 q2,Lloyd Walmsley,0.0
40053,TWTR,2018 q2,Mr. Ross Sandler,0.0
40054,TWTR,2018 q2,William Kerr,0.0
40055,TWTR,2018 q2,Mr. Brent J. Thill,0.0
40056,TWTR,2018 q2,Justin Post,0.0
40057,TWTR,2018 q2,Daniel Salmon,0.0
40059,TWTR,2018 q2,Mr. Mark S. Mahaney,0.0
40060,TWTR,2018 q2,"Mr. Shyam Patil, CFA",0.0
40061,TWTR,2018 q2,Mr. Youssef H. Squali,0.0
40064,TWTR,2018 q2,John Belton,0.0
40066,TWTR,2018 q2,Mr. Ali Mogharabi,0.0
40067,TWTR,2018 q2,"Mr. Brian T. Nowak, CFA",0.0
40068,CMCSA,2018 q2,Mr. Jeff D. Wlodarczak,0.003753574254612128
40069,CMCSA,2018 q2,Mr. Scott Goldman,0.0
40070,CMCSA,2018 q2,"Mr. Neil K. Macker, CFA",0.0
40071,CMCSA,2018 q2,"Benjamin D. Swinburne, CFA",0.0
40072,CMCSA,2018 q2,Jonathan Atkin,0.0
40073,CMCSA,2018 q2,Mr. Matthew Walker,0.0
40074,CMCSA,2018 q2,"Mr. Michael Morris, CFA",0.0
40076,CMCSA,2018 q2,Greg P Miller,0.0
40077,CMCSA,2018 q2,"Jeff C. Fan, CFA",0.014488942921161652
40079,DISH,2018 q2,S&P pool,0.0
40080,DISH,2018 q2,"Benjamin D. Swinburne, CFA",0.0
40081,DISH,2018 q2,Mr. Bryan D. Kraft,0.014811526983976364
40082,DISH,2018 q2,Jonathan Atkin,0.0
40083,DISH,2018 q2,Ms. Jessica J. Reif Ehrlich,0.005257714074105024
40084,DISH,2018 q2,"Mr. Michael Morris, CFA",0.0
40085,DISH,2018 q2,Mr. Jeff D. Wlodarczak,0.0
40086,DISH,2018 q2,Greg P Miller,0.0
40088,DISH,2018 q2,CFRA Research,0.0
40089,DISH,2018 q2,"Marci L. Ryvicker, CFA",0.012850727885961533
40091,DISH,2018 q2,"Mr. Neil K. Macker, CFA",0.03333333507180214
40092,CHTR,2018 q2,CFRA Research,0.0
40093,CHTR,2018 q2,Jonathan Atkin,0.0
40094,CHTR,2018 q2,"Benjamin D. Swinburne, CFA",0.0
40095,CHTR,2018 q2,"Mr. Michael Morris, CFA",0.0
40097,CHTR,2018 q2,Mr. Bryan D. Kraft,0.0
40098,CHTR,2018 q2,Ms. Jessica J. Reif Ehrlich,0.0
40099,CHTR,2018 q2,Greg P Miller,0.0
40101,CHTR,2018 q2,"Marci L. Ryvicker, CFA",0.01886977255344391
40102,CHTR,2018 q2,Mr. Scott Goldman,0.0
40104,IPG,2018 q2,SADIF Research,0.9131311178207397
40105,IPG,2018 q2,S&P pool,0.0
40106,IPG,2018 q2,CFRA Research,0.0
40107,IPG,2018 q2,"Ms. Jaime S. Morris, CFA, CPA",0.0
40109,IPG,2018 q2,Mr. Ali Mogharabi,0.0
40110,LYV,2018 q2,SADIF Research,0.943373441696167
40111,LYV,2018 q2,Mr. John Healy,0.01790157115707795
40112,LYV,2018 q2,CFRA Research,0.0
40116,LYV,2018 q2,Mr. Ryan Sundby,0.0
40117,LYV,2018 q2,Mr. Kyle W. Evans,0.05918240547180176
40119,NWSA,2018 q2,CFRA Research,0.0
40121,NWSA,2018 q2,Entcho Raykovski,0.06412376277148724
40123,NWSA,2018 q2,"Ms. Jaime S. Morris, CFA, CPA",0.0
40125,NWSA,2018 q2,"Marci L. Ryvicker, CFA",0.01040666364133358
40126,OMC,2018 q2,CFRA Research,0.0
40128,OMC,2018 q2,Mr. Ali Mogharabi,0.0
40129,ATVI,2018 q3,Mr. Scott H. Kessler,0.0
40131,ATVI,2018 q3,Michael J. Olson,0.0
40132,ATVI,2018 q3,Mike Hickey,0.0
40134,ATVI,2018 q3,SADIF Research,0.9547692537307739
40135,ATVI,2018 q3,"Mr. Edward M. Woo, CFA",0.0
40138,ATVI,2018 q3,Justin Post,0.0
40139,ATVI,2018 q3,"Mr. Matthew C. Thornton, CFA",0.0
40140,ATVI,2018 q3,"Mr. Doug Creutz, CFA",0.0
40141,ATVI,2018 q3,Michael H. Pachter,0.0
40142,ATVI,2018 q3,Mr. Ryan Gee,0.0
40143,ATVI,2018 q3,Mr. Stephen D. Ju,0.0
40145,ATVI,2018 q3,"Mr. Brian T. Nowak, CFA",0.0
40146,ATVI,2018 q3,Timothy O'Shea,0.0
40149,ATVI,2018 q3,Mr. Eric O. Handler,0.0
40152,FB,2018 q3,Mr. Scott H. Kessler,0.0
40153,FB,2018 q3,Mr. Jonathan Kees,0.0
40154,FB,2018 q3,Ms. Shubhadha Mathad,0.0
40157,FB,2018 q3,"Mr. Ronald V. Josey, III",0.0
40158,FB,2018 q3,Justin Post,0.0
40159,FB,2018 q3,"Shebly Seyrafi, CFA",0.0
40160,FB,2018 q3,"Mr. Brian W. Wieser, CFA",0.030209055170416832
40162,FB,2018 q3,Mr. Ali Mogharabi,0.0
40164,FB,2018 q3,Mr. Youssef H. Squali,0.0
40165,FB,2018 q3,Michael H. Pachter,0.0
40166,FB,2018 q3,"Mr. Shyam Patil, CFA",0.0
40167,FB,2018 q3,John Belton,0.0
40168,FB,2018 q3,Credit Suisse Global Product Marketing,0.0
40169,FB,2018 q3,Mr. Stephen D. Ju,0.0
40170,FB,2018 q3,Lloyd Walmsley,0.0
40171,FB,2018 q3,Michael J. Olson,0.0
40172,FB,2018 q3,Mr. Brent J. Thill,0.0
40173,FB,2018 q3,"Mr. Michael Graham, CFA",0.014906365424394608
40174,FB,2018 q3,Mr. Mark S. Mahaney,0.0
40181,FB,2018 q3,Mr. Ross Sandler,0.0
40183,FB,2018 q3,Mr. Simon T. Baker,0.0
40184,FB,2018 q3,Richard Greenfield,0.0
40186,GOOGL,2018 q3,Mr. Ali Mogharabi,0.0
40187,GOOGL,2018 q3,"Mr. Brian T. Nowak, CFA",0.0
40188,GOOGL,2018 q3,Mr. Robert Sanderson,0.0
40189,GOOGL,2018 q3,John Belton,0.007680150369803111
40192,GOOGL,2018 q3,Mr. Ravindra kulkarni,0.0
40193,GOOGL,2018 q3,Mr. Scott H. Kessler,0.0
40195,GOOGL,2018 q3,"Shebly Seyrafi, CFA",0.0
40197,GOOGL,2018 q3,Justin Post,0.013607428409159184
40198,GOOGL,2018 q3,Michael J. Olson,0.0
40199,GOOGL,2018 q3,"Mr. Shyam Patil, CFA",0.0
40201,GOOGL,2018 q3,Credit Suisse Global Product Marketing,0.0
40202,GOOGL,2018 q3,Mr. Stephen D. Ju,0.0
40204,GOOGL,2018 q3,William Kerr,0.0
40205,GOOGL,2018 q3,Mr. Brent J. Thill,0.0
40206,GOOGL,2018 q3,"Mr. Brian W. Wieser, CFA",0.07065265625715256
40207,GOOGL,2018 q3,"Mr. Ronald V. Josey, III",0.0
40208,GOOGL,2018 q3,"Mr. Michael Graham, CFA",0.01873074285686016
40209,GOOGL,2018 q3,Mr. Jason S. Helfstein,0.0
40210,GOOGL,2018 q3,Mr. Mark S. Mahaney,0.0
40212,GOOGL,2018 q3,Lloyd Walmsley,0.0
40218,GOOGL,2018 q3,Mr. Christophe Cherblanc,0.0
40219,EA,2018 q3,Mr. Scott H. Kessler,0.0
40221,EA,2018 q3,Mr. Ryan Gee,0.0
40223,EA,2018 q3,Timothy O'Shea,0.0
40224,EA,2018 q3,Mike Hickey,0.0
40225,EA,2018 q3,Mr. Andrew P. Uerkwitz,0.0
40226,EA,2018 q3,Mr. Eric O. Handler,0.0
40227,EA,2018 q3,"Mr. Matthew C. Thornton, CFA",0.0
40228,EA,2018 q3,"Mr. Neil K. Macker, CFA",0.0
40229,EA,2018 q3,"Mr. Doug Creutz, CFA",0.0
40234,EA,2018 q3,"Mr. Edward M. Woo, CFA",0.0
40238,EA,2018 q3,"Mr. Ralph E. Schackart, CFA",0.01352981012314558
40241,TTWO,2018 q3,Mr. Scott H. Kessler,0.0
40243,TTWO,2018 q3,Mike Hickey,0.0
40245,TTWO,2018 q3,Justin Post,0.0
40247,TTWO,2018 q3,Gerrick L. Johnson,0.0
40248,TTWO,2018 q3,Timothy O'Shea,0.0
40252,TTWO,2018 q3,Michael H. Pachter,0.0
40253,TTWO,2018 q3,"Mr. Doug Creutz, CFA",0.0
40254,TTWO,2018 q3,Mr. Eric O. Handler,0.0
40255,TTWO,2018 q3,Mr. Ryan Gee,0.0
40256,TTWO,2018 q3,Mr. Stephen D. Ju,0.0
40257,TTWO,2018 q3,"Mr. Edward M. Woo, CFA",0.0
40261,TWTR,2018 q3,Mr. Scott H. Kessler,0.009186629578471184
40262,TWTR,2018 q3,Mr. Ali Mogharabi,0.0
40263,TWTR,2018 q3,Lloyd Walmsley,0.0
40266,TWTR,2018 q3,Justin Post,0.0
40267,TWTR,2018 q3,"Mr. Shyam Patil, CFA",0.0
40268,TWTR,2018 q3,Doug Anmuth,0.0
40270,TWTR,2018 q3,"Mr. Brian T. Nowak, CFA",0.0
40271,TWTR,2018 q3,"Mr. Brian W. Wieser, CFA",0.059208836406469345
40272,TWTR,2018 q3,Michael H. Pachter,0.021324843168258667
40273,TWTR,2018 q3,Mr. Brent J. Thill,0.0
40274,TWTR,2018 q3,Mr. Mark S. Mahaney,0.0
40275,TWTR,2018 q3,Mr. Youssef H. Squali,0.0
40276,TWTR,2018 q3,John Belton,0.0
40278,DISCA,2018 q3,Mr. Steven Cahall,0.03333333507180214
40279,DISCA,2018 q3,"Mr. Brian W. Wieser, CFA",0.05386747792363167
40280,DISCA,2018 q3,"Mr. Michael Morris, CFA",0.0
40281,DISCA,2018 q3,Mr. Bryan D. Kraft,0.0
40282,DISCA,2018 q3,"Mr. Neil K. Macker, CFA",0.0
40283,DISCA,2018 q3,Ms. Jessica J. Reif Ehrlich,0.0
40284,DISCA,2018 q3,Mr. David W. Miller,0.0
40285,DISCA,2018 q3,Research Department,0.04713769629597664
40286,DISCA,2018 q3,"Ms. Jaime S. Morris, CFA, CPA",0.0
40289,DISCA,2018 q3,"Mr. Doug Creutz, CFA",0.0
40292,DISCA,2018 q3,Mr. Eric O. Handler,0.08607762306928635
40293,CMCSA,2018 q3,"Jeff C. Fan, CFA",0.0
40294,CMCSA,2018 q3,"Mr. Neil K. Macker, CFA",0.0
40295,CMCSA,2018 q3,Mr. Steven Cahall,0.0
40298,CMCSA,2018 q3,Mr. Douglas D. Mitchelson,0.0
40299,CMCSA,2018 q3,Mr. Matthew Walker,0.007742981426417828
40300,CMCSA,2018 q3,Mr. Jeff D. Wlodarczak,0.0
40301,CMCSA,2018 q3,Marah Formanek,0.005106460303068161
40303,CMCSA,2018 q3,Julie Bhusal Sharma,0.0
40304,CMCSA,2018 q3,SADIF Research,0.9479376673698425
40309,CMCSA,2018 q3,Greg P Miller,0.0
40314,DISH,2018 q3,"Tuna N. Amobi, CFA",0.0
40315,DISH,2018 q3,"Mr. Neil K. Macker, CFA",0.03333333507180214
40316,DISH,2018 q3,"Benjamin D. Swinburne, CFA",0.0
40317,DISH,2018 q3,SADIF Research,0.9341839551925659
40319,DISH,2018 q3,Jonathan Atkin,0.0
40321,DISH,2018 q3,Mr. Bryan D. Kraft,0.0
40322,DISH,2018 q3,Mr. Jeff D. Wlodarczak,0.0
40323,DISH,2018 q3,Mr. Douglas D. Mitchelson,0.0
40324,DISH,2018 q3,Ms. Jessica J. Reif Ehrlich,0.0
40326,IPG,2018 q3,"Tuna N. Amobi, CFA",0.0
40327,IPG,2018 q3,SADIF Research,0.9135781824588776
40330,IPG,2018 q3,Mr. Steven Cahall,0.0
40331,IPG,2018 q3,"Ms. Jaime S. Morris, CFA, CPA",0.03762918710708618
40334,DIS,2018 q3,"Tuna N. Amobi, CFA",0.0
40335,DIS,2018 q3,"Mr. Doug Creutz, CFA",0.0074964407831430435
40337,DIS,2018 q3,"Mr. Brian W. Wieser, CFA",0.02674887515604496
40338,DIS,2018 q3,Mr. David W. Miller,0.005555555845300357
40340,DIS,2018 q3,Analyst Desk TeleTrade,0.02285417541861534
40342,DIS,2018 q3,"Mr. Neil K. Macker, CFA",0.00439627468585968
40347,DIS,2018 q3,Credit Suisse Global Product Marketing,0.0
40348,DIS,2018 q3,Mr. Douglas D. Mitchelson,0.014928510412573814
40351,DIS,2018 q3,Ms. Jessica J. Reif Ehrlich,0.011714586056768894
40355,DIS,2018 q3,Mr. Steven Cahall,0.0
40356,VIAC,2018 q3,"Mr. Neil K. Macker, CFA",0.0
40357,VIAC,2018 q3,Mr. David W. Miller,0.00269664004445076
40358,VIAC,2018 q3,Mr. Bryan D. Kraft,0.0
40359,VIAC,2018 q3,"Mr. Doug Creutz, CFA",0.01468702188382546
40365,VIAC,2018 q3,"Mr. James C. Goss, CFA",0.0
40366,VIAC,2018 q3,Mr. Jeffrey B. Logsdon,0.05286053195595741
40368,VIAC,2018 q3,"Mr. Daniel L. Kurnos, CFA",0.0
40369,VIAC,2018 q3,Mr. Steven Cahall,0.0
40371,VIAC,2018 q3,"Benjamin D. Swinburne, CFA",0.0
40372,VIAC,2018 q3,Mr. Douglas D. Mitchelson,0.0
40375,VIAC,2018 q3,"Tuna N. Amobi, CFA",0.0
40379,VIAC,2018 q3,Mr. Simon T. Baker,0.020399635657668114
40380,NFLX,2018 q3,"Tuna N. Amobi, CFA",0.0
40381,NFLX,2018 q3,"Ms. Jaime S. Morris, CFA, CPA",0.0
40382,NFLX,2018 q3,Mr. Mark S. Mahaney,0.0
40383,NFLX,2018 q3,Mr. David W. Miller,0.0
40384,NFLX,2018 q3,"Mr. Matthew C. Thornton, CFA",0.0
40385,NFLX,2018 q3,Mr. Robert Sanderson,0.02979937568306923
40386,NFLX,2018 q3,"Mr. Ralph E. Schackart, CFA",0.0
40389,NFLX,2018 q3,Ms. Shubhadha Mathad,0.0
40391,NFLX,2018 q3,"Mr. Neil K. Macker, CFA",0.0
40393,NFLX,2018 q3,S&P pool,0.0
40396,NFLX,2018 q3,Mr. Bryan D. Kraft,0.0
40397,NFLX,2018 q3,"Mr. Michael Morris, CFA",0.03191063553094864
40398,NFLX,2018 q3,Hr. Jonathan Schroer,0.0
40399,NFLX,2018 q3,Mr. Jeff D. Wlodarczak,0.012416635639965534
40401,NFLX,2018 q3,Kannan Venkateshwar,0.0
40402,NFLX,2018 q3,Mr. Douglas D. Mitchelson,0.0
40403,NFLX,2018 q3,Mr. Nat H. Schindler,0.0
40404,NFLX,2018 q3,William Kerr,0.0
40406,NFLX,2018 q3,"Mr. Michael Graham, CFA",0.0
40409,NFLX,2018 q3,"Marci L. Ryvicker, CFA",0.03339441120624542
40411,NFLX,2018 q3,"Benjamin D. Swinburne, CFA",0.0
40414,NFLX,2018 q3,Mr. Christophe Cherblanc,0.0
40415,CHTR,2018 q3,"Tuna N. Amobi, CFA",0.0
40416,CHTR,2018 q3,Ms. Jessica J. Reif Ehrlich,0.01666666753590107
40418,CHTR,2018 q3,Jonathan Atkin,0.0
40419,CHTR,2018 q3,Greg P Miller,0.03333333507180214
40420,CHTR,2018 q3,Mr. Douglas D. Mitchelson,0.0
40422,LYV,2018 q3,"Tuna N. Amobi, CFA",0.0
40424,LYV,2018 q3,Mr. John Healy,0.0400579497218132
40426,LYV,2018 q3,Mr. Kyle W. Evans,0.05479031056165695
40427,LYV,2018 q3,"Mr. David C. Joyce, CFA",0.0
40428,LYV,2018 q3,Mr. Curry Baker,0.0
40429,LYV,2018 q3,Mr. Ryan Sundby,0.0
40430,LYV,2018 q3,Brandon Ross,0.014328769408166409
40433,NWSA,2018 q3,"Tuna N. Amobi, CFA",0.0
40436,NWSA,2018 q3,Mr. Brian Han,0.0
40439,NWSA,2018 q3,"Ms. Jaime S. Morris, CFA, CPA",0.0
40440,OMC,2018 q3,"Tuna N. Amobi, CFA",0.0
40441,OMC,2018 q3,Ms. Shubhadha Mathad,0.0
40443,OMC,2018 q3,Mr. Steven Cahall,0.0
40444,OMC,2018 q3,Mr. Adrien de Saint Hilaire,0.0
40445,OMC,2018 q3,S&P pool,0.0
40446,ATVI,2018 q4,"Mr. Ralph E. Schackart, CFA",0.0
40447,ATVI,2018 q4,Michael J. Olson,0.0
40448,ATVI,2018 q4,"Mr. Neil K. Macker, CFA",0.0
40450,ATVI,2018 q4,Mr. Scott H. Kessler,0.0
40451,ATVI,2018 q4,"Mr. Edward M. Woo, CFA",0.0
40454,ATVI,2018 q4,Mike Hickey,0.0
40455,ATVI,2018 q4,Justin Post,0.0
40456,ATVI,2018 q4,Mr. Andrew P. Uerkwitz,0.0
40457,ATVI,2018 q4,Michael H. Pachter,0.0
40458,ATVI,2018 q4,Mr. Eric O. Handler,0.027689514681696892
40459,ATVI,2018 q4,Mr. Ryan Gee,0.0
40460,ATVI,2018 q4,"Mr. Doug Creutz, CFA",0.012566502671688795
40461,ATVI,2018 q4,Timothy O'Shea,0.01666666753590107
40463,ATVI,2018 q4,Mr. Stephen D. Ju,0.0
40470,ATVI,2018 q4,SADIF Research,0.9548040628433228
40471,ATVI,2018 q4,"Mr. Matthew C. Thornton, CFA",0.0
40473,ATVI,2018 q4,Brandon Ross,0.0
40477,ATVI,2018 q4,Mr. Robert Berg,0.0
40478,FB,2018 q4,Mr. Ali Mogharabi,0.0
40479,FB,2018 q4,Mr. Scott H. Kessler,0.0
40480,FB,2018 q4,Brandon Ross,0.0
40482,FB,2018 q4,Mr. Robert Sanderson,0.011645344085991383
40483,FB,2018 q4,Ms. Shubhadha Mathad,0.013715690933167934
40484,FB,2018 q4,"Mr. Anthony J. DiClemente, Jr",0.011111111690600714
40487,FB,2018 q4,"Shebly Seyrafi, CFA",0.0
40489,FB,2018 q4,Justin Post,0.008652707561850548
40491,FB,2018 q4,Michael H. Pachter,0.0
40494,FB,2018 q4,"Mr. Shyam Patil, CFA",0.0
40495,FB,2018 q4,Mr. Jason S. Helfstein,0.019218629226088524
40496,FB,2018 q4,"Mr. Brian T. Nowak, CFA",0.0
40497,FB,2018 q4,Mr. Ross Sandler,0.0
40498,FB,2018 q4,Credit Suisse Global Product Marketing,0.0
40499,FB,2018 q4,Mr. Stephen D. Ju,0.0
40500,FB,2018 q4,Michael J. Olson,0.0
40501,FB,2018 q4,Lloyd Walmsley,0.0
40502,FB,2018 q4,Mr. Nicholas Yako,0.0
40503,FB,2018 q4,Mr. Youssef H. Squali,0.010157416574656963
40504,FB,2018 q4,Mr. Brent J. Thill,0.0
40505,FB,2018 q4,"Mr. Ronald V. Josey, III",0.0
40506,FB,2018 q4,"Mr. Brian W. Wieser, CFA",0.05811110511422157
40507,FB,2018 q4,Mr. Mark S. Mahaney,0.0
40508,FB,2018 q4,"Mr. Michael Graham, CFA",0.051939770579338074
40520,GOOGL,2018 q4,Mr. Ravindra kulkarni,0.0
40521,GOOGL,2018 q4,"Mr. Ronald V. Josey, III",0.0
40522,GOOGL,2018 q4,"Shebly Seyrafi, CFA",0.0
40523,GOOGL,2018 q4,Mr. Jason S. Helfstein,0.0
40524,GOOGL,2018 q4,"Mr. Anthony J. DiClemente, Jr",0.01666666753590107
40525,GOOGL,2018 q4,Justin Post,0.0
40526,GOOGL,2018 q4,"Mr. Shyam Patil, CFA",0.0
40527,GOOGL,2018 q4,Mr. Ross Sandler,0.0
40528,GOOGL,2018 q4,Mr. Stephen D. Ju,0.0
40529,GOOGL,2018 q4,Mr. Ali Mogharabi,0.0
40531,GOOGL,2018 q4,Michael J. Olson,0.0
40532,GOOGL,2018 q4,Mr. Mark S. Mahaney,0.0
40533,GOOGL,2018 q4,"Mr. Michael Graham, CFA",0.021674012765288353
40536,GOOGL,2018 q4,Credit Suisse Global Product Marketing,0.0
40538,GOOGL,2018 q4,William Kerr,0.0
40540,NFLX,2018 q4,Mr. Mark S. Mahaney,0.0
40541,NFLX,2018 q4,Mr. David W. Miller,0.0
40542,NFLX,2018 q4,"Mr. Neil K. Macker, CFA",0.0
40544,NFLX,2018 q4,"Tuna N. Amobi, CFA",0.0
40546,NFLX,2018 q4,Mr. Jason S. Helfstein,0.0
40548,NFLX,2018 q4,Mr. Bryan D. Kraft,0.0
40549,NFLX,2018 q4,"Mr. Anthony J. DiClemente, Jr",0.01666666753590107
40550,NFLX,2018 q4,Mr. Jeff D. Wlodarczak,0.014423578046262264
40551,NFLX,2018 q4,"Mr. Michael Morris, CFA",0.0
40552,NFLX,2018 q4,Kannan Venkateshwar,0.0
40554,NFLX,2018 q4,"Mr. Ralph E. Schackart, CFA",0.0
40555,NFLX,2018 q4,Michael J. Olson,0.0
40556,NFLX,2018 q4,Mr. Nat H. Schindler,0.03333333507180214
40557,NFLX,2018 q4,"Mr. Michael Graham, CFA",0.05417660344392061
40560,NFLX,2018 q4,"Benjamin D. Swinburne, CFA",0.0
40561,NFLX,2018 q4,Julian Emanuel,0.042668234556913376
40562,NFLX,2018 q4,Hr. Jonathan Schroer,0.0
40563,NFLX,2018 q4,Mr. Robert Sanderson,0.06525260210037231
40567,EA,2018 q4,"Mr. Neil K. Macker, CFA",0.0
40568,EA,2018 q4,Mr. Scott H. Kessler,0.0
40571,EA,2018 q4,"Mr. Edward M. Woo, CFA",0.0
40573,EA,2018 q4,Justin Post,0.0
40574,EA,2018 q4,"Mr. Ralph E. Schackart, CFA",0.0
40575,EA,2018 q4,Michael H. Pachter,0.010120301507413387
40576,EA,2018 q4,Mr. Eric O. Handler,0.035644274204969406
40578,EA,2018 q4,Mr. Andrew P. Uerkwitz,0.0
40579,EA,2018 q4,"Mr. Doug Creutz, CFA",0.010258563794195652
40580,EA,2018 q4,Mr. Ryan Gee,0.0
40581,EA,2018 q4,Mr. Stephen D. Ju,0.0
40583,TTWO,2018 q4,"Mr. Neil K. Macker, CFA",0.0
40584,TTWO,2018 q4,Mr. Scott H. Kessler,0.0
40585,TTWO,2018 q4,SADIF Research,0.8813865780830383
40588,TTWO,2018 q4,"Mr. Edward M. Woo, CFA",0.0
40589,TTWO,2018 q4,Gerrick L. Johnson,0.0
40591,TTWO,2018 q4,Mike Hickey,0.0
40592,TTWO,2018 q4,Justin Post,0.020015206187963486
40593,TTWO,2018 q4,Michael H. Pachter,0.0
40594,TTWO,2018 q4,Mr. Eric O. Handler,0.01608257507905364
40595,TTWO,2018 q4,Mr. Ryan Gee,0.0
40596,TTWO,2018 q4,Mr. Stephen D. Ju,0.0
40598,TTWO,2018 q4,"Mr. Brian T. Nowak, CFA",0.0
40599,TTWO,2018 q4,"Mr. Doug Creutz, CFA",0.0
40600,TTWO,2018 q4,Timothy O'Shea,0.0
40606,TWTR,2018 q4,Mr. Scott H. Kessler,0.0029607077594846487
40608,TWTR,2018 q4,"Mr. Shyam Patil, CFA",0.0
40609,TWTR,2018 q4,Lloyd Walmsley,0.0
40610,TWTR,2018 q4,Mr. Jason S. Helfstein,0.0
40611,TWTR,2018 q4,Mr. Ross Sandler,0.0
40612,TWTR,2018 q4,Doug Anmuth,0.0
40613,TWTR,2018 q4,Justin Post,0.0
40614,TWTR,2018 q4,Mr. Ali Mogharabi,0.0
40616,TWTR,2018 q4,"Mr. Brian W. Wieser, CFA",0.05722728744149208
40617,TWTR,2018 q4,Michael H. Pachter,0.0
40618,TWTR,2018 q4,Mr. Youssef H. Squali,0.016459187492728233
40619,TWTR,2018 q4,Mr. Brent J. Thill,0.012199724093079567
40620,TWTR,2018 q4,Mr. Mark S. Mahaney,0.0
40622,TWTR,2018 q4,"Mr. Anthony J. DiClemente, Jr",0.03333333507180214
40624,CMCSA,2018 q4,Ms. Jessica J. Reif Ehrlich,0.011111111690600714
40625,CMCSA,2018 q4,"Ms. Marci L. Ryvicker, CFA",0.01970287412405014
40626,CMCSA,2018 q4,"Mr. Michael Hodel, CFA",0.011111111690600714
40627,CMCSA,2018 q4,Mr. Jeff D. Wlodarczak,0.0
40631,CMCSA,2018 q4,"Benjamin D. Swinburne, CFA",0.0
40632,CMCSA,2018 q4,"Jeff C. Fan, CFA",0.0
40633,CMCSA,2018 q4,Mr. Steven Cahall,0.0
40634,CMCSA,2018 q4,"Mr. Neil K. Macker, CFA",0.0
40635,CMCSA,2018 q4,Mr. Bryan D. Kraft,0.0
40637,CMCSA,2018 q4,Michael McCormack,0.0
40638,CMCSA,2018 q4,Credit Suisse Global Product Marketing,0.0
40639,CMCSA,2018 q4,"Gregory Williams, CFA",0.0
40641,CMCSA,2018 q4,Greg P Miller,0.0
